,genre,subset,train_accuracy,test_accuracy,train_weighted_f1,train_weighted_precision,train_weighted_recall,test_weighted_f1,test_weighted_precision,test_weighted_recall,feature_set
0,responsory,full,0.5386021942299878,0.5566619250829777,0.3915369700466984,0.4842386935730074,0.5386021942299878,0.4087784777529487,0.4094897126217097,0.5566619250829777,final
1,responsory,full,0.6080861438439659,0.577524893314367,0.5785749929470504,0.6089051498754636,0.6080861438439659,0.54944162083176,0.5456380318343045,0.577524893314367,ambitus
2,responsory,full,0.47135310849248274,0.465149359886202,0.38161378273566116,0.4131674609215511,0.47135310849248274,0.3770505214847676,0.4140749092918994,0.465149359886202,initial
3,responsory,full,0.9045103616416091,0.8857278330962541,0.9044755254802156,0.9069935449082394,0.9045103616416091,0.8856512431758282,0.8878882839242731,0.8857278330962541,final-ambitus
4,responsory,full,0.7561966680211296,0.7524893314366998,0.7420591909838035,0.795011059609542,0.7561966680211296,0.7387108360931716,0.7939151288802528,0.7524893314366998,final-initial
5,responsory,full,0.9195449004469728,0.8961593172119487,0.9194701006087111,0.9205708230418569,0.9195449004469728,0.8958004319581188,0.8968901810852085,0.8961593172119487,final-ambitus-initial
6,responsory,full,0.7370987403494514,0.7041251778093883,0.7301087572136779,0.7512119107009019,0.7370987403494514,0.6964199207897769,0.6936575255446461,0.7041251778093883,ambitus-initial
7,responsory,subset,0.5413290113452188,0.5425330812854442,0.3987702330481859,0.5428303746274963,0.5413290113452188,0.40043231183145994,0.44594069658855623,0.5425330812854442,final
8,responsory,subset,0.5721231766612642,0.497164461247637,0.5517473089548485,0.5961761872577458,0.5721231766612642,0.47623770789780445,0.46783178576763446,0.497164461247637,ambitus
9,responsory,subset,0.46029173419773095,0.4706994328922495,0.385686009674798,0.41612811470158456,0.46029173419773095,0.39362218185142744,0.4021151793844612,0.4706994328922495,initial
10,responsory,subset,0.8784440842787682,0.8109640831758034,0.8778435603809549,0.8792283573618463,0.8784440842787682,0.8095018594931083,0.8126868584569145,0.8109640831758034,final-ambitus
11,responsory,subset,0.7017828200972447,0.725897920604915,0.6769904177064305,0.7462848152287382,0.7017828200972447,0.7044151117657231,0.7510028090146902,0.725897920604915,final-initial
12,responsory,subset,0.9100486223662885,0.8166351606805293,0.9095118873875202,0.9120446668661318,0.9100486223662885,0.8138519652432917,0.8174370013510524,0.8166351606805293,final-ambitus-initial
13,responsory,subset,0.7236628849270664,0.6086956521739131,0.7188821098771495,0.7279634721853311,0.7236628849270664,0.598371526107158,0.6126086915824036,0.6086956521739131,ambitus-initial
14,antiphon,full,0.5564599216979188,0.5390718922817985,0.489425502111419,0.46610702655380665,0.5564599216979188,0.47603679351550715,0.45154962614094313,0.5390718922817985,final
15,antiphon,full,0.6566041623737894,0.657850444818466,0.6163937680864624,0.649306696302439,0.6566041623737894,0.6183350023193456,0.6736034603778129,0.657850444818466,ambitus
16,antiphon,full,0.5474963939831032,0.5381101226256312,0.4628198809580341,0.5659643164469823,0.5474963939831032,0.4549109307148464,0.5536735799822048,0.5381101226256312,initial
17,antiphon,full,0.8178446321862766,0.7900937725414763,0.8172595919073855,0.8221346148464332,0.8178446321862766,0.7893432056727264,0.794552256171209,0.7900937725414763,final-ambitus
18,antiphon,full,0.7486091077683907,0.7304640538591007,0.7293175227902664,0.741266936834209,0.7486091077683907,0.7122114589573993,0.7274187935380723,0.7304640538591007,final-initial
19,antiphon,full,0.8929528126931795,0.8557345515748979,0.892475323853602,0.8952121523239543,0.8929528126931795,0.8543560780300642,0.858207023255608,0.8557345515748979,final-ambitus-initial
20,antiphon,full,0.7602513908922316,0.7427266169752345,0.7512037389956275,0.7620004046576389,0.7602513908922316,0.7287407138144266,0.742905396081234,0.7427266169752345,ambitus-initial
21,antiphon,subset,0.527997251803504,0.5384615384615384,0.4665619956123881,0.45863614445426476,0.527997251803504,0.4756485245020923,0.4573436773212697,0.5384615384615384,final
22,antiphon,subset,0.6135348677430437,0.5833333333333334,0.579566516589555,0.6265268783163801,0.6135348677430437,0.5506542373248227,0.608863233264083,0.5833333333333334,ambitus
23,antiphon,subset,0.49673651666094126,0.4935897435897436,0.43059335366519935,0.5292190008371909,0.49673651666094126,0.42551175605227215,0.48773906640832265,0.4935897435897436,initial
24,antiphon,subset,0.7969769838543456,0.7540064102564102,0.7945849138751476,0.8026011458029665,0.7969769838543456,0.7531814486092695,0.7589121783698334,0.7540064102564102,final-ambitus
25,antiphon,subset,0.7165922363448987,0.7043269230769231,0.7092832753759785,0.7252658714505589,0.7165922363448987,0.6988547374226197,0.7092394180823473,0.7043269230769231,final-initial
26,antiphon,subset,0.8787358296118173,0.8189102564102564,0.877584836667335,0.8809421217659128,0.8787358296118173,0.817554262545787,0.8247973838591295,0.8189102564102564,final-ambitus-initial
27,antiphon,subset,0.7402954311233253,0.6850961538461539,0.7384778908464962,0.746264511618609,0.7402954311233253,0.6835902275851324,0.6914563800965997,0.6850961538461539,ambitus-initial
