,genre,subset,train_accuracy,test_accuracy,train_weighted_f1,train_weighted_precision,train_weighted_recall,test_weighted_f1,test_weighted_precision,test_weighted_recall,profile
0,responsory,full,1.0,0.8800379326695116,1.0,1.0,1.0,0.8782734687819003,0.8795682735083079,0.8800379326695116,pitch
1,responsory,full,1.0,0.8520625889046942,1.0,1.0,1.0,0.8502913578612021,0.8510045995473906,0.8520625889046942,pitch_class
2,responsory,full,0.9997968305566842,0.8188715030820294,0.9997967623953566,0.9997972520700521,0.9997968305566842,0.8137572428549192,0.8170459394129456,0.8188715030820294,repetition
3,responsory,subset,1.0,0.7977315689981096,1.0,1.0,1.0,0.7950181409935131,0.798026365495702,0.7977315689981096,pitch
4,responsory,subset,1.0,0.7731568998109641,1.0,1.0,1.0,0.7704461414432394,0.7739979322422167,0.7731568998109641,pitch_class
5,responsory,subset,1.0,0.7391304347826086,1.0,1.0,1.0,0.7279707024793859,0.7351687063582293,0.7391304347826086,repetition
6,antiphon,full,0.9998969709458068,0.8994950709305122,0.9998969548100497,0.9998970141083765,0.9998969709458068,0.8987882370447552,0.9001153587156082,0.8994950709305122,pitch
7,antiphon,full,0.9998969709458068,0.8821832171194999,0.9998969548100497,0.9998970141083765,0.9998969709458068,0.8813568807522937,0.882946372675369,0.8821832171194999,pitch_class
8,antiphon,full,0.8626622707603544,0.8468381822553498,0.8611794058045139,0.8633347210542162,0.8626622707603544,0.844247790214139,0.8474260836297155,0.8468381822553498,repetition
9,antiphon,subset,1.0,0.8501602564102564,1.0,1.0,1.0,0.8496383351318403,0.8517139553917125,0.8501602564102564,pitch
10,antiphon,subset,1.0,0.842948717948718,1.0,1.0,1.0,0.8422484473699853,0.8456966914810061,0.842948717948718,pitch_class
11,antiphon,subset,0.9996564754379939,0.8004807692307693,0.9996563801136914,0.9996569690077669,0.9996564754379939,0.7983092991491324,0.805036108753236,0.8004807692307693,repetition
